delivery_date,Product,Weighted Average Price (EUR/MWh),Max Price (EUR/MWh),Min Price (EUR/MWh),Last Price (EUR/MWh),Volume (MW)
2026-03-16,QH-260316-79,19667,22000,16053,22000,29360
2026-03-16,QH-260316-80,19150,21916,10500,15541,43770
2026-03-16,QH-260316-81,16284,20874,13199,20000,55000
2026-03-16,QH-260316-82,18396,20814,11000,16000,36290
2026-03-16,QH-260316-83,17633,20874,15000,20874,36760
2026-03-16,QH-260316-84,15040,20873,12981,20000,40250
2026-03-16,QH-260316-85,17777,20698,12254,18463,82610
2026-03-16,QH-260316-86,15726,19060,13684,16000,36720
2026-03-16,QH-260316-87,14962,20873,12054,18000,30440
2026-03-16,QH-260316-88,12979,16288,11166,13565,35990
2026-03-16,QH-260316-89,15282,20872,12893,18054,35780
2026-03-16,QH-260316-90,14994,20873,12800,18102,26920
2026-03-16,QH-260316-91,14341,20873,12590,17014,27090
2026-03-16,QH-260316-92,12056,15687,10298,14000,43590
2026-03-16,QH-260316-93,13421,14599,11172,14000,50680
2026-03-16,QH-260316-94,12527,14074,10440,13082,48930
2026-03-16,QH-260316-95,11653,13275,9800,12973,52670
2026-03-16,QH-260316-96,11268,12490,9404,12440,76450
2026-03-17,QH-260317-01,13977,17256,12500,13902,14540
2026-03-17,QH-260317-02,13131,17593,11240,13133,11660
2026-03-17,QH-260317-03,11892,15783,10466,10746,16240
2026-03-17,QH-260317-04,11453,13597,10290,10400,21840
2026-03-17,QH-260317-05,11440,13386,10293,10310,20490
2026-03-17,QH-260317-06,11214,12874,10179,10349,30530
2026-03-17,QH-260317-07,11228,13206,9822,10228,28510
2026-03-17,QH-260317-08,11122,13070,9983,10013,33810
2026-03-17,QH-260317-09,11276,13465,9742,9742,22800
2026-03-17,QH-260317-10,10989,13499,9750,9883,28620
2026-03-17,QH-260317-11,10850,13022,9739,10063,28490
2026-03-17,QH-260317-12,10916,12864,9740,10111,25560
2026-03-17,QH-260317-13,10977,13940,9894,10100,28340
2026-03-17,QH-260317-14,10964,13673,9877,10032,27020
2026-03-17,QH-260317-15,11159,13976,9810,9810,25170
2026-03-17,QH-260317-16,11102,13856,9838,10114,20710
2026-03-17,QH-260317-17,11260,12700,10119,10427,27880
2026-03-17,QH-260317-18,11500,14085,10122,10590,29000
2026-03-17,QH-260317-19,11626,14408,10213,10697,31100
2026-03-17,QH-260317-20,11937,14182,10167,10632,25880
2026-03-17,QH-260317-21,12026,14544,10535,11044,20860
2026-03-17,QH-260317-22,12789,14697,10906,14274,18340
2026-03-17,QH-260317-23,13464,14809,12525,13872,27100
2026-03-17,QH-260317-24,13721,15181,12157,13230,36170
2026-03-17,QH-260317-25,13925,15488,12976,14048,45830
2026-03-17,QH-260317-26,13624,18301,10398,10398,30610
2026-03-17,QH-260317-27,12115,19001,2114,10100,34950
2026-03-17,QH-260317-28,12473,16528,4237,7793,49780
2026-03-17,QH-260317-29,15600,17398,11176,11176,22760
2026-03-17,QH-260317-30,11458,15448,1299,1299,23850
2026-03-17,QH-260317-31,8814,14787,193,8399,32180
2026-03-17,QH-260317-32,9172,15215,1054,6500,51080
2026-03-17,QH-260317-33,12544,14614,5200,7102,32730
2026-03-17,QH-260317-34,10040,15582,55,4405,33550
2026-03-17,QH-260317-35,8864,15050,55,2566,39960
2026-03-17,QH-260317-36,6573,12939,55,4000,44650
2026-03-17,QH-260317-37,8123,14174,0,0,40070
2026-03-17,QH-260317-38,6448,12725,100,762,40790
2026-03-17,QH-260317-39,6078,12301,0,1612,53960
2026-03-17,QH-260317-40,3740,10959,-700,359,56300
2026-03-17,QH-260317-41,6409,10746,100,4474,30220
2026-03-17,QH-260317-42,6467,9837,55,7799,31000
2026-03-17,QH-260317-43,6455,9999,55,7841,43490
2026-03-17,QH-260317-44,5478,10022,-800,3168,52930
2026-03-17,QH-260317-45,6585,12253,204,6828,37850
2026-03-17,QH-260317-46,6103,11943,0,2133,42630
2026-03-17,QH-260317-47,6302,11109,55,4999,49280
2026-03-17,QH-260317-48,7680,12101,-800,8822,69240
2026-03-17,QH-260317-49,7811,10604,373,10122,62150
2026-03-17,QH-260317-50,7987,10467,729,9331,54810
2026-03-17,QH-260317-51,8439,10467,2163,9000,82010
2026-03-17,QH-260317-52,8367,10302,2029,8598,84850
2026-03-17,QH-260317-53,8197,11236,2304,7354,103030
2026-03-17,QH-260317-54,8419,11071,3597,6995,84210
2026-03-17,QH-260317-55,8190,10566,3625,7880,88970
2026-03-17,QH-260317-56,8426,11056,1675,8395,114590
2026-03-17,QH-260317-57,7859,11669,3150,7228,80680
2026-03-17,QH-260317-58,8617,11072,3008,8587,81320
2026-03-17,QH-260317-59,9018,11331,5005,9641,48500
2026-03-17,QH-260317-60,9922,12557,6382,9534,89060
2026-03-17,QH-260317-61,6115,10948,1510,7500,62710
2026-03-17,QH-260317-62,8961,12167,3400,10719,77060
2026-03-17,QH-260317-63,10937,13476,7895,11700,55430
2026-03-17,QH-260317-64,12018,15850,9810,11900,82350
2026-03-17,QH-260317-65,7868,12860,200,1000,79100
2026-03-17,QH-260317-66,9113,14601,1000,3607,50380
2026-03-17,QH-260317-67,12251,19513,1002,6062,53070
2026-03-17,QH-260317-68,14454,18370,10400,14664,58040
2026-03-17,QH-260317-69,11424,14860,5546,8500,49500
2026-03-17,QH-260317-70,13008,15799,5500,9000,40320
2026-03-17,QH-260317-71,14025,18465,4114,16000,40980
2026-03-17,QH-260317-72,15277,20979,4140,11100,36320
2026-03-17,QH-260317-73,14735,18300,12311,15000,34120
2026-03-17,QH-260317-74,16168,20410,12007,20400,32850
2026-03-17,QH-260317-75,16399,22151,11480,22151,29440
2026-03-17,QH-260317-76,16640,26498,11275,22489,31390
2026-03-17,QH-260317-77,15051,19116,11632,19116,56180
2026-03-17,QH-260317-78,14648,18497,11622,17999,61400
2026-03-17,QH-260317-79,14383,21345,11631,15300,59920
2026-03-17,QH-260317-80,14747,24900,11668,16000,66820
2026-03-17,QH-260317-81,14721,18100,12000,13487,49760
2026-03-17,QH-260317-82,13915,16826,10400,12762,37430
2026-03-17,QH-260317-83,13288,15570,10400,10400,37540
2026-03-17,QH-260317-84,13095,15269,10400,10400,49030
2026-03-17,QH-260317-85,13098,14912,10400,11143,29250
2026-03-17,QH-260317-86,12816,15769,10601,12280,21420
2026-03-17,QH-260317-87,11854,14244,10400,10401,18440
2026-03-17,QH-260317-88,10092,11999,4114,11994,17090
2026-03-17,QH-260317-89,12129,13430,10801,12201,51780
2026-03-17,QH-260317-90,11429,12605,10400,11403,32650
2026-03-17,QH-260317-91,10683,11619,9935,11069,25850
2026-03-17,QH-260317-92,10081,10612,9483,10162,24300
2026-03-17,QH-260317-93,10678,11390,10400,10936,41750
2026-03-17,QH-260317-94,10072,11586,9497,10617,37510
2026-03-17,QH-260317-95,9438,10182,8801,9508,33630
2026-03-17,QH-260317-96,9075,9818,8411,8834,51650
2026-03-18,QH-260318-01,9897,10402,8815,8819,10960
2026-03-18,QH-260318-02,9023,9823,7706,8817,8000
2026-03-18,QH-260318-03,8936,9841,7353,8620,6680
2026-03-18,QH-260318-04,8798,10964,6663,8562,14420
2026-03-18,QH-260318-05,9108,10000,4623,8596,10420
2026-03-18,QH-260318-06,8761,9577,8419,8449,10400
2026-03-18,QH-260318-07,8659,9338,8342,8342,9630
2026-03-18,QH-260318-08,8597,9240,7407,8054,11850
2026-03-18,QH-260318-09,8678,9862,8158,8249,13080
2026-03-18,QH-260318-10,8670,9446,8069,8161,12890
2026-03-18,QH-260318-11,8671,10456,8121,8270,10470
2026-03-18,QH-260318-12,8789,9698,8080,8110,13690
2026-03-18,QH-260318-13,8916,9687,8288,8411,11120
2026-03-18,QH-260318-14,8784,9588,6958,7896,15740
2026-03-18,QH-260318-15,8804,9681,8040,8249,21780
2026-03-18,QH-260318-16,8899,10522,8099,8099,21470
2026-03-18,QH-260318-17,8148,9825,4114,5879,12790
2026-03-18,QH-260318-18,8306,9900,4114,7701,15750
2026-03-18,QH-260318-19,8856,10366,6322,7886,16720
2026-03-18,QH-260318-20,8751,10079,6826,8244,17080
2026-03-18,QH-260318-21,7703,9843,-2000,-1500,25840
2026-03-18,QH-260318-22,7375,10351,114,8009,22510
2026-03-18,QH-260318-23,8148,11377,3114,5452,24610
2026-03-18,QH-260318-24,10073,13000,3114,10580,49210
2026-03-18,QH-260318-25,10201,12500,4114,11009,19500
2026-03-18,QH-260318-26,10718,14316,2834,7180,17970
2026-03-18,QH-260318-27,9719,13339,4114,7997,24320
2026-03-18,QH-260318-28,9702,12830,4114,7155,24880
2026-03-18,QH-260318-29,10063,12649,3000,12295,25120
2026-03-18,QH-260318-30,9351,12065,1001,5994,25340
2026-03-18,QH-260318-31,10036,11935,6000,6000,37030
2026-03-18,QH-260318-32,8525,11357,1002,5071,47720
2026-03-18,QH-260318-33,10946,15323,9144,9690,76720
2026-03-18,QH-260318-34,9658,12061,8521,9489,83000
2026-03-18,QH-260318-35,7691,10400,6198,7290,57680
2026-03-18,QH-260318-36,6980,8895,5814,7976,43820
2026-03-18,QH-260318-37,9573,13586,6375,6611,65450
2026-03-18,QH-260318-38,9352,19899,3741,7831,62820
2026-03-18,QH-260318-39,6087,11047,1500,7492,47050
2026-03-18,QH-260318-40,1931,9992,80,3501,91790
2026-03-18,QH-260318-41,4970,10495,1701,2035,82550
2026-03-18,QH-260318-42,1144,3784,-240,600,71810
2026-03-18,QH-260318-43,575,3274,-1600,-1574,84070
2026-03-18,QH-260318-44,225,2938,-1655,0,80140
2026-03-18,QH-260318-45,793,2344,-160,2000,46710
2026-03-18,QH-260318-46,668,2500,-199,428,55770
2026-03-18,QH-260318-47,540,2500,-595,1500,49670
2026-03-18,QH-260318-48,409,2500,-1308,1150,47130
2026-03-18,QH-260318-49,1012,3325,-155,1799,51040
2026-03-18,QH-260318-50,1223,4545,128,3291,56360
2026-03-18,QH-260318-51,1313,19813,-1390,12413,54590
2026-03-18,QH-260318-52,1826,15329,-130,2502,55920
2026-03-18,QH-260318-53,1617,10931,-41,1503,75630
2026-03-18,QH-260318-54,1924,20873,-528,3806,50220
2026-03-18,QH-260318-55,2675,16284,-797,5952,36760
2026-03-18,QH-260318-56,1248,10001,-771,2941,55320
2026-03-18,QH-260318-57,1592,7074,-690,1620,105450
2026-03-18,QH-260318-58,1367,3094,-785,2202,98590
2026-03-18,QH-260318-59,2038,4644,-646,3542,94730
2026-03-18,QH-260318-60,6612,11956,1150,9401,89350
2026-03-18,QH-260318-61,1866,20872,-625,12967,98130
2026-03-18,QH-260318-62,5620,12100,632,9697,66190
2026-03-18,QH-260318-63,9578,15538,4776,13660,74700
2026-03-18,QH-260318-64,11154,17572,3766,15000,79260
2026-03-18,QH-260318-65,8624,14500,3880,14377,57940
2026-03-18,QH-260318-66,10708,20156,6840,20156,39690
2026-03-18,QH-260318-67,12579,14422,9531,14080,34720
2026-03-18,QH-260318-68,13663,15800,11643,15800,47730
2026-03-18,QH-260318-69,13260,19000,9842,15761,43080
2026-03-18,QH-260318-70,14305,20874,9796,17500,37180
2026-03-18,QH-260318-71,16198,25000,12596,21200,40920
2026-03-18,QH-260318-72,15799,30874,11582,20000,42800
2026-03-18,QH-260318-73,17717,29998,12555,16100,37040
2026-03-18,QH-260318-74,14621,20874,11971,20874,41230
2026-03-18,QH-260318-75,16576,17909,14894,17908,23780
2026-03-18,QH-260318-76,16125,19250,13427,19250,26150
2026-03-18,QH-260318-77,14494,21942,11002,11491,47170
2026-03-18,QH-260318-78,15371,25874,11093,19700,61810
2026-03-18,QH-260318-79,15381,25874,11092,19092,77900
2026-03-18,QH-260318-80,15159,20874,11092,18334,66750
2026-03-18,QH-260318-81,14069,17681,10500,13803,69410
2026-03-18,QH-260318-82,14581,16943,11416,15907,46820
2026-03-18,QH-260318-83,13582,19975,10400,15660,49050
2026-03-18,QH-260318-84,13391,17999,10401,13794,57740
2026-03-18,QH-260318-85,14331,17207,9500,10400,46240
2026-03-18,QH-260318-86,13752,15620,10400,10400,36100
2026-03-18,QH-260318-87,12656,13801,10400,13690,24030
2026-03-18,QH-260318-88,11584,12482,9818,11691,25070
2026-03-18,QH-260318-89,13507,13896,10980,13274,65410
2026-03-18,QH-260318-90,12323,13277,11159,12436,23880
2026-03-18,QH-260318-91,11728,12397,10606,12310,18700
2026-03-18,QH-260318-92,11505,12429,10304,11100,27780
2026-03-18,QH-260318-93,11790,12659,7931,11573,15920
2026-03-18,QH-260318-94,10968,11980,9500,11287,27180
2026-03-18,QH-260318-95,10698,11887,9500,11818,27300
2026-03-18,QH-260318-96,10556,12368,8510,11342,42170
2026-03-19,QH-260319-01,11582,11890,10880,11558,12390
2026-03-19,QH-260319-02,11236,11907,10533,11193,14740
2026-03-19,QH-260319-03,10811,11883,9863,11117,25220
2026-03-19,QH-260319-04,10998,11890,9488,10725,25730
2026-03-19,QH-260319-05,11450,11960,10405,11630,14130
2026-03-19,QH-260319-06,11635,12100,10434,11688,15420
2026-03-19,QH-260319-07,11697,12254,9216,12231,16300
2026-03-19,QH-260319-08,11638,12100,9893,11550,25290
2026-03-19,QH-260319-09,11986,12498,10855,12239,18280
2026-03-19,QH-260319-10,11899,12472,10300,10300,25930
2026-03-19,QH-260319-11,11851,12360,10400,10400,24800
2026-03-19,QH-260319-12,11568,12259,9900,11868,21210
2026-03-19,QH-260319-13,11641,12100,9994,11184,14900
2026-03-19,QH-260319-14,11161,12100,8422,11602,15360
2026-03-19,QH-260319-15,11688,12444,10965,12111,22280
2026-03-19,QH-260319-16,11819,12907,9906,12801,23410
2026-03-19,QH-260319-17,12012,12494,10733,12023,16560
2026-03-19,QH-260319-18,12297,12700,11264,12441,18210
2026-03-19,QH-260319-19,12818,13308,11132,13060,42640
2026-03-19,QH-260319-20,12994,13585,12030,13179,30380
2026-03-19,QH-260319-21,11443,12665,10365,11185,16420
2026-03-19,QH-260319-22,13310,14365,11140,14153,14730
2026-03-19,QH-260319-23,14243,15674,12290,12827,14980
2026-03-19,QH-260319-24,14477,16712,4114,16245,22750
2026-03-19,QH-260319-25,12755,17000,10838,17000,20680
2026-03-19,QH-260319-26,13522,18000,10839,18000,20160
2026-03-19,QH-260319-27,12993,20212,10907,16600,23900
2026-03-19,QH-260319-28,12313,23140,10400,10500,34600
2026-03-19,QH-260319-29,11531,19980,9526,12099,34100
2026-03-19,QH-260319-30,11234,12974,9900,12099,38150
2026-03-19,QH-260319-31,10762,12100,7899,12100,30370
2026-03-19,QH-260319-32,10565,14616,7000,12099,37330
2026-03-19,QH-260319-33,13580,19406,9200,17277,33840
2026-03-19,QH-260319-34,13028,18108,8590,17495,43310
2026-03-19,QH-260319-35,11667,23840,2024,20210,49220
2026-03-19,QH-260319-36,11569,23898,4670,20001,66440
2026-03-19,QH-260319-37,14280,27182,9910,21003,70740
2026-03-19,QH-260319-38,14723,37529,8000,24999,70180
2026-03-19,QH-260319-39,14102,23998,7852,15800,73030
2026-03-19,QH-260319-40,10323,20874,2994,8877,113310
2026-03-19,QH-260319-41,15965,27209,8435,25990,119270
2026-03-19,QH-260319-42,11151,17400,5412,13668,108350
2026-03-19,QH-260319-43,9485,19789,3465,16500,100610
2026-03-19,QH-260319-44,7326,20599,1541,12100,116100
2026-03-19,QH-260319-45,7278,14255,1675,13615,86620
2026-03-19,QH-260319-46,7289,16565,944,12297,105740
2026-03-19,QH-260319-47,6681,18999,512,16000,90970
2026-03-19,QH-260319-48,6803,20000,5,20000,85960
2026-03-19,QH-260319-49,7177,20874,-1425,13700,86760
2026-03-19,QH-260319-50,7396,16000,415,13000,86990
2026-03-19,QH-260319-51,7605,29990,768,20244,89560
2026-03-19,QH-260319-52,8674,26203,844,23001,96690
2026-03-19,QH-260319-53,8846,19860,1101,17000,71300
2026-03-19,QH-260319-54,8453,19157,1378,11178,75060
2026-03-19,QH-260319-55,8820,20000,2001,14000,96600
2026-03-19,QH-260319-56,9825,19993,3014,17001,106090
2026-03-19,QH-260319-57,8863,19988,1929,16000,109650
2026-03-19,QH-260319-58,11332,16587,5278,13056,110260
2026-03-19,QH-260319-59,12852,15943,7764,14500,117220
2026-03-19,QH-260319-60,12819,19347,8893,16919,126980
2026-03-19,QH-260319-61,10024,17308,4851,16893,149630
2026-03-19,QH-260319-62,12375,16677,6602,16280,114790
2026-03-19,QH-260319-63,13814,16425,9255,14100,109340
2026-03-19,QH-260319-64,14837,17115,11034,16539,76710
2026-03-19,QH-260319-65,11760,17216,8947,10500,65530
2026-03-19,QH-260319-66,13116,17279,8947,14979,62530
2026-03-19,QH-260319-67,14860,16666,11903,15619,43280
2026-03-19,QH-260319-68,16069,20874,11666,16000,64760
2026-03-19,QH-260319-69,13968,20705,9145,15201,68860
2026-03-19,QH-260319-70,16784,20820,12724,18315,68150
2026-03-19,QH-260319-71,16632,30874,12897,29400,80440
2026-03-19,QH-260319-72,18137,24788,14430,24764,50410
2026-03-19,QH-260319-73,17597,23671,12500,16151,57290
2026-03-19,QH-260319-74,17108,23621,12500,16537,65440
2026-03-19,QH-260319-75,20128,26390,16830,23500,40860
2026-03-19,QH-260319-76,20089,26488,15958,21940,40910
2026-03-19,QH-260319-77,17509,27257,13241,27257,46250
2026-03-19,QH-260319-78,22477,25925,17771,22559,44300
2026-03-19,QH-260319-79,16717,24529,12342,20115,61490
2026-03-19,QH-260319-80,18248,23000,14374,14933,51140
2026-03-19,QH-260319-81,16643,21600,11581,19379,59220
2026-03-19,QH-260319-82,14962,20605,10400,10400,44170
2026-03-19,QH-260319-83,13478,20523,10400,10400,50430
2026-03-19,QH-260319-84,13759,20849,10400,13400,62100
2026-03-19,QH-260319-85,13923,16802,10400,10400,43750
2026-03-19,QH-260319-86,12315,16180,9594,12399,69050
2026-03-19,QH-260319-87,10515,12704,7000,12100,104360
2026-03-19,QH-260319-88,11055,15523,4215,10872,89280
2026-03-19,QH-260319-89,14740,17362,11430,15161,63210
2026-03-19,QH-260319-90,13179,16210,10593,15499,74400
2026-03-19,QH-260319-91,12135,15486,10282,15486,92950
2026-03-19,QH-260319-92,11112,14185,9483,13497,103510
2026-03-19,QH-260319-93,14297,16796,11132,16792,42650
2026-03-19,QH-260319-94,12315,16448,9520,15540,59880
2026-03-19,QH-260319-95,11485,15069,9300,14282,87410
2026-03-19,QH-260319-96,11446,14500,9148,14420,84390
2026-03-20,QH-260320-01,15128,16550,13736,14671,22220
2026-03-20,QH-260320-02,14515,15323,11270,14899,16540
2026-03-20,QH-260320-03,14112,18930,12000,16499,17830
2026-03-20,QH-260320-04,13498,14996,11894,14801,20880
2026-03-20,QH-260320-05,15379,16685,12778,15999,25400
2026-03-20,QH-260320-06,14987,16582,12627,15957,19690
2026-03-20,QH-260320-07,14017,15534,11569,13974,24190
2026-03-20,QH-260320-08,13497,15157,11445,14386,24110
2026-03-20,QH-260320-09,13414,15096,10884,13847,16680
2026-03-20,QH-260320-10,12795,14613,11262,14540,13590
2026-03-20,QH-260320-11,12841,14546,10945,14231,14280
2026-03-20,QH-260320-12,12965,14650,10288,14650,13890
2026-03-20,QH-260320-13,12290,14120,9001,14014,27000
2026-03-20,QH-260320-14,12279,14285,4114,14120,28640
2026-03-20,QH-260320-15,12847,15000,11608,12100,27040
2026-03-20,QH-260320-16,13785,15000,12000,12099,30580
2026-03-20,QH-260320-17,11404,12793,8438,12099,20770
2026-03-20,QH-260320-18,11569,12930,6773,12100,21180
2026-03-20,QH-260320-19,12825,16104,10306,13416,27180
2026-03-20,QH-260320-20,15012,17354,11555,15750,34660
2026-03-20,QH-260320-21,9772,12654,8280,12453,27400
2026-03-20,QH-260320-22,9958,12500,4114,4114,32020
2026-03-20,QH-260320-23,13533,16512,10744,13014,14100
2026-03-20,QH-260320-24,14473,16812,11708,16754,18270
2026-03-20,QH-260320-25,13869,16476,11596,16473,22390
2026-03-20,QH-260320-26,13676,17460,10400,15576,19860
2026-03-20,QH-260320-27,12868,17699,9948,10100,27160
2026-03-20,QH-260320-28,12418,18460,9920,16518,29660
2026-03-20,QH-260320-29,13599,18784,10009,18784,40500
2026-03-20,QH-260320-30,12222,19000,9908,17980,29710
2026-03-20,QH-260320-31,10700,17237,8802,12000,30320
2026-03-20,QH-260320-32,9775,16377,5305,11986,39200
2026-03-20,QH-260320-33,9207,13994,588,8800,29310
2026-03-20,QH-260320-34,8877,12000,1860,2000,33310
2026-03-20,QH-260320-35,8217,11962,916,6800,44760
2026-03-20,QH-260320-36,6992,20874,4,6600,54000
2026-03-20,QH-260320-37,9984,20873,5566,16999,37310
2026-03-20,QH-260320-38,9284,14522,1684,10600,37610
2026-03-20,QH-260320-39,9878,16018,4917,7602,38940
2026-03-20,QH-260320-40,8565,14859,1450,5000,50050
2026-03-20,QH-260320-41,9993,12772,7600,11000,43010
2026-03-20,QH-260320-42,9106,11268,7095,9566,43640
2026-03-20,QH-260320-43,8988,18966,6769,15899,57210
2026-03-20,QH-260320-44,7820,12154,5663,7500,102470
2026-03-20,QH-260320-45,8706,9963,7451,8169,92430
2026-03-20,QH-260320-46,7930,9908,6609,6801,75700
2026-03-20,QH-260320-47,7099,8484,5834,6844,74510
2026-03-20,QH-260320-48,6659,8244,5072,6745,74150
2026-03-20,QH-260320-49,7379,8528,6297,7067,66570
2026-03-20,QH-260320-50,7014,9109,5711,7581,61320
2026-03-20,QH-260320-51,7143,8640,5567,7000,69910
2026-03-20,QH-260320-52,6719,11101,5120,6889,66600
2026-03-20,QH-260320-53,6746,8804,5325,7711,62030
2026-03-20,QH-260320-54,7490,12534,5568,11254,65390
2026-03-20,QH-260320-55,8220,12100,6092,10975,92060
2026-03-20,QH-260320-56,9949,16372,6610,12566,123220
2026-03-20,QH-260320-57,8356,16410,5786,7499,131680
2026-03-20,QH-260320-58,9769,18160,831,5800,100790
2026-03-20,QH-260320-59,10752,16000,5896,7500,61850
2026-03-20,QH-260320-60,10926,13166,4947,9900,62740
2026-03-20,QH-260320-61,9749,12952,0,9000,57220
2026-03-20,QH-260320-62,10484,13000,4000,9997,55630
2026-03-20,QH-260320-63,12111,15959,6457,10806,60420
2026-03-20,QH-260320-64,13091,15825,6500,11978,67450
2026-03-20,QH-260320-65,10654,13035,2152,12000,72290
2026-03-20,QH-260320-66,11288,13841,7191,10501,47620
2026-03-20,QH-260320-67,14643,19799,2525,14445,31190
2026-03-20,QH-260320-68,18600,25821,15946,21501,44910
2026-03-20,QH-260320-69,15502,19001,12781,16401,39810
2026-03-20,QH-260320-70,18927,25874,15708,23179,35430
2026-03-20,QH-260320-71,19967,30874,14792,30874,32270
2026-03-20,QH-260320-72,20118,30874,15708,30874,33150
2026-03-20,QH-260320-73,17876,30260,14301,27510,22830
2026-03-20,QH-260320-74,20889,44898,16741,44898,21900
2026-03-20,QH-260320-75,23777,32350,20753,32350,18250
2026-03-20,QH-260320-76,24793,34584,21573,34584,19930
2026-03-20,QH-260320-77,21291,33750,14213,29688,42230
2026-03-20,QH-260320-78,21072,28999,13248,22612,46480
2026-03-20,QH-260320-79,21570,25874,16428,23028,45450
2026-03-20,QH-260320-80,21240,30774,17871,25000,63180
2026-03-20,QH-260320-81,21243,27140,17453,23607,49120
2026-03-20,QH-260320-82,18112,25873,15200,17651,30250
2026-03-20,QH-260320-83,18069,23698,10400,11478,33600
2026-03-20,QH-260320-84,16915,23749,10400,11442,42890
2026-03-20,QH-260320-85,19176,25874,16438,18180,57860
2026-03-20,QH-260320-86,16930,29398,11993,15400,38510
2026-03-20,QH-260320-87,13074,16353,11502,11700,39260
2026-03-20,QH-260320-88,11678,15000,9873,10301,38640
2026-03-20,QH-260320-89,15403,20200,116,10000,40120
2026-03-20,QH-260320-90,13460,16300,10400,12100,48630
2026-03-20,QH-260320-91,12767,15961,7902,12300,55260
2026-03-20,QH-260320-92,11823,14239,114,12100,58210
